Text,date
tcscouriers You people one worst courier services Pakistan Sent parcel next day delivery w ,4/6/2019 14:19
anandmahindra Kapilagr TCS Im yet come across officer anywhere world refuse except U ,4/6/2019 14:19
anandmahindra TCS Can say certificate development NDA,4/6/2019 14:18
anandmahindra TCS Oh yes getting passport become breeze gone cattle class queues SushmaSwaraj MEAIndia,4/6/2019 14:18
avixanu asifd anandmahindra TCS AskAnshul Thank nehrugiving opportunities comment UFUFUF,4/6/2019 14:17
anandmahindra TCS A major reason change new attitude MEA Madam Sushma Swaraj brought ,4/6/2019 14:17
anandmahindra TCS Every efficiency country rich middle class poor people,4/6/2019 14:14
anandmahindra TCS Mr mahindra ji please ask general public come conclusion When I applied ,4/6/2019 14:13
ViratKanadia anandmahindra TCS Thanks mind behind Aadhaar card application obviously Sushma hi also,4/6/2019 14:13
anandmahindra FullmoonNayak TCS Passport creation super easy fastest ever I also never expected th ,4/6/2019 14:11
salunkhevinay anandmahindra TCS Dittofor experience thousands happy servic ,4/6/2019 14:11
ViratKanadia anandmahindra TCS Bro I also got passport days normal quota,4/6/2019 14:11
deepakvenkatesh gurudattj anandmahindra TCS I got passport day It depends wher ,4/6/2019 14:11
RT manjeet anandmahindra TCS Couple months back I got daughters passports within days non tatkal scheme Can,4/6/2019 14:10
anandmahindra TCS Absolutely In Bhubaneswar also Very professional efficient team Getting passport easy,4/6/2019 14:10
anandmahindra TCS Proud TCSer,4/6/2019 14:09
anilbilgi Kesari techlogysite kathiravansudha Issk anandmahindra TCS Wow I unfortunate go ,4/6/2019 14:09
anandmahindra TCS It amazing within hours recd passport regular application Kudos TCS ,4/6/2019 14:08
Issk anandmahindra TCS Passport seva Indians I thought became sanghis,4/6/2019 14:08
anandmahindra TCS And dropped work take pic Interesting,4/6/2019 14:08
This awesome gesture considering TCS big competitor techmahindra ,4/6/2019 14:08
anandmahindra TCS Adhaar alone might good ppl lk u else grind N sleep ,4/6/2019 14:07
UB Amit Shah holds top stocks like RIL TCS UltraTech Affidavit EC Business Standard Amit Shah holds top ,4/6/2019 14:07
anandmahindra TCS Very nice mr Mahindra really earthvery business greats like ,4/6/2019 14:07
anandmahindra TCS Because outsourced I believe TaTa Consultancy Services,4/6/2019 14:06
Amit Shah holds top stocks like RIL TCS UltraTech Affidavit EC  ,4/6/2019 14:06
varchitra Issk anandmahindra TCS I anyways neutral wrong wrong No matter happens And ,4/6/2019 14:05
anandmahindra TCS Sir I renewed mine felt way,4/6/2019 14:04
anandmahindra TCS UFF Bravo And people want retrogress Aadhar,4/6/2019 14:03
anandmahindra TCS Yes appreciate police verification still age old process much paperwork ,4/6/2019 14:02
Busy TCSConf making cute pixelated keyrings What think Shall offer party packa ,4/6/2019 14:02
anandmahindra TCS Completely agree My mom got passport day half I pleasantly surprised ,4/6/2019 14:01
New publication Papworth author Longitudinal Impact Temporary Mechanical Circulatory Support Durable Le ,4/6/2019 14:00
anandmahindra TCS Well thats anandmahindra Please Come Vancouver Canada see works,4/6/2019 14:00
Good luck TCS Debate Club students competing Spring Fulford Debate today ridleycollege ,4/6/2019 14:00
anandmahindra TCS Thia service launched New India started Congress full force years,4/6/2019 14:00
anandmahindra rsprasad TCS This true development good governence,4/6/2019 14:00
People discussing stocks business baseH ,4/6/2019 14:00
dpsatish anandmahindra TCS He BJP Get,4/6/2019 13:59
b breathes stares high tcs stares u,4/6/2019 13:59
I legit spent min looking Im ready I might little fun lol TCS metagross ,4/6/2019 13:58
anandmahindra runjhunmehrotra TCS Passport offices fine local police station harasses applicants,4/6/2019 13:58
ChrisGillies Thanks much Chris Im really looking forward joining Team TCS,4/6/2019 13:57
anandmahindra TCS Aadhar ever need Give data give everything need,4/6/2019 13:56
RT AttyAbdul Indiana needs scrap way conducts municipal elections  ,4/6/2019 13:55
F Issk anandmahindra TCS No need ur clarification amp though I agree wd u time come choose ,4/6/2019 13:55
RT cIearframes yall better ask carpool karaoke anymore bc james probably rent full van get tcs sos UF,4/6/2019 13:54
anandmahindra TCS Thats people like But poor people everyrhingbis difficult,4/6/2019 13:54
dpsatish nagarjund anandmahindra TCS As urban Kannadiga I rate Krishna best CM Karnataka ,4/6/2019 13:54
anandmahindra TCS This biggest BS I witnessed today PSKs dont even accept digital payments till ,4/6/2019 13:53
dpsatish anandmahindra TCS Actually credit go nehru,4/6/2019 13:52
anandmahindra TCS You always positive We see much negativity around us days refreshing,4/6/2019 13:50
anandmahindra TCS Everyone taking twit per power thinking Very nice saw appreciation fro ,4/6/2019 13:50
anandmahindra TCS Its pity sirsorry say Not smooth ride us lesser mortals,4/6/2019 13:50
sahlokesh kathiravansudha Issk anandmahindra TCS Rafael deal stucked years narendramodi ,4/6/2019 13:48
anandmahindra TCS Looks like u never went passport office UF made easy UPA,4/6/2019 13:48
anandmahindra TCS Credit go Congress party,4/6/2019 13:48
Issk anandmahindra TCS You mean say good work appreciated way motivate people,4/6/2019 13:48
anandmahindra TCS Maybe everyone need mahindra,4/6/2019 13:47
anandmahindra TCS You right sir TCS really changed process Passport making process India I h ,4/6/2019 13:46
TCS anandmahindra rajeshdogra Lets work together grow countryUFCUFC,4/6/2019 13:46
anandmahindra TCS Mr Mahindra Feb monster called Aadhaar still makingI visited Bangaloreki ,4/6/2019 13:45
sahlokesh kathiravansudha Issk anandmahindra TCS Its accountability top authority I lead team ,4/6/2019 13:45
anandmahindra TCS This means improving professionally UFFUFD,4/6/2019 13:45
anandmahindra TCS Why r surprised Sir Well BJP Congress anybody govt stand Mahindra ,4/6/2019 13:45
anandmahindra TCS Privatisation always helps improve services Swatchta abhiyan also outsourced yo private company,4/6/2019 13:44
The work TCS done passport Infosys done incometax streamline processes make things ,4/6/2019 13:44
Welcome new CEO Delighted Mark joining TCS So much children young people ,4/6/2019 13:42
anandmahindra TCS Thanks visiting I said today type business tycoons encourage new India movement,4/6/2019 13:40
Adhithya sumanthraman Understand context Adhithya Anand Mahindra mentioned bravo govt So mentioned ,4/6/2019 13:40
bindaldeepak kathiravansudha Issk anandmahindra TCS What think changed behaviour BJP Or something else,4/6/2019 13:40
anandmahindra TCS Sir question Do go passport office I thought send lawyers g ,4/6/2019 13:39
notgoodsosart I going A Im broke B I dont really wanna pay see tcs ESPECIALLY cause Im broke,4/6/2019 13:39
Which govt thanking Mr Roshni aap se aa rhee hai Pradhan Mantri ji Would love hear name ,4/6/2019 13:38
RT marsequity What invested Febuary TCS Point A chart grew upto Poi,4/6/2019 13:38
anandmahindra TCS Really good see progress ground sir,4/6/2019 13:38
sumanthraman Anand Mahindra didnt even praised current fovtt All praise workers TCS ar ,4/6/2019 13:38
Issk anandmahindra TCS Difference bt Upa n Nda time bound actions,4/6/2019 13:38
anandmahindra TCS Anand taking recognizing good work new leve For TCS program stellar success ,4/6/2019 13:38
RT TCooperServices TCS Takes Mamo range tcs finishing mamo binding ,4/6/2019 13:37
anandmahindra TCS How long take sir Trying passport renewal also thru CKGSUSA taking pretty long Thanks,4/6/2019 13:37
anandmahindra TCS Have experienced efficient process TCS runs since We passport office yest ,4/6/2019 13:37
anandmahindra TCS anandmahindra Absolutely true new India Over last year I experienci ,4/6/2019 13:35
RT Stupidosaur raghuynt anandmahindra TCS I antiAadhaar game since long time Any foreigner get voter id passport,4/6/2019 13:35
raghuynt anandmahindra TCS I antiAadhaar game since long time Any foreigner get voter id p ,4/6/2019 13:35
anandmahindra TCS Sir always need people like motivate appreciating bringing goodness ,4/6/2019 13:35
anandmahindra TCS SC declared rd party use Aadhaar illegal I believe TCS rd party Why sp ,4/6/2019 13:34
RT DarleneKing TCSwithMARISSA TCS Confident amp Sexy Womens Retreats held throughout country If female b,4/6/2019 13:34
What invested Febuary TCS Point A chart grew upto ,4/6/2019 13:33
AVDPune anandmahindra TCS MEAIndia No I want know product development whi ,4/6/2019 13:32
Stupidosaur anandmahindra TCS No Only additional pages,4/6/2019 13:31
anandmahindra TCS Had run pages PP received new PP hours RP time applying ,4/6/2019 13:30
rupendoshi anandmahindra TCS I experienced Mr Anand Mahindra Concentrate Milind,4/6/2019 13:30
anandmahindra TCS Sir cant develop water solutionsthere ways solve problembut need push water solutions,4/6/2019 13:29
anandmahindra TCS And get passport Tuesday I got passport renewed last year experienc ,4/6/2019 13:29
anandmahindra TCS Sir I visited functional pretty much Thanks governments,4/6/2019 13:29
anandmahindra TCS Aadhaar resident citizen Are saying Indian passport obtained b ,4/6/2019 13:28
anandmahindra TCS Government services improving ages,4/6/2019 13:28
anandmahindra TCS Sir Aapke liye process kuchh jyada easy hoga Bangalore normal appointment days baad k ,4/6/2019 13:28
seriousfunnyguy anandmahindra Kapilagr TCS That happen Told immigration officer del airport ,4/6/2019 13:27
ScrptCS TeeeTv pxics itssBs lukiq JMitcsgo TCSBray flashyycsgo fault knowledge heroes minimal,4/6/2019 13:27
ashoswai anandmahindra I also renewed passport mother Chennai occas ,4/6/2019 13:27
asifd anandmahindra TCS If Aadhar linked anywhere piece paper When government wa ,4/6/2019 13:27
anandmahindra TCS I applied new passport got days normal since tcs managed,4/6/2019 13:26
kayezad There two sections TCS works efficiently reach bit staffed govt employees That c ,4/6/2019 13:26
anandmahindra TCS Thanks UPA MMS Government Congress leaders r visionary people n qualified n educa ,4/6/2019 13:26
anandmahindra TCS I wonder guy behind got treatment India Bharat far apart really,4/6/2019 13:26
Do want turn IoT technologies profitable strategic initiative org Heres ,4/6/2019 13:25
SantoshSWadekar anandmahindra TCS SushmaSwaraj chowkidar sirit started I got passport Please bhakti Mat karo,4/6/2019 13:24
Issk anandmahindra TCS mentioned TCS well Any good work done anyone appreciated,4/6/2019 13:24
Tomorrow Sunday last date payment TCS collected challan noINTS amp submit form No ,4/6/2019 13:24
seriousfunnyguy anandmahindra Kapilagr TCS I asked Indian immigration officials They said ,4/6/2019 13:23
jithendrash dpsatish anandmahindra TCS upa takes months get passport hardly takes days,4/6/2019 13:22
anandmahindra TCS Its fastest efficient Govt organisation India Definitely role model others adapt emulate,4/6/2019 13:21
OMDKhaleel anandmahindra TCS Hes speaking improvement thats happened speed efficiency issuanc ,4/6/2019 13:21
anandmahindra TCS I agree I wish improve process Driving Licence highly com ,4/6/2019 13:20
Okay I discovered lot new things Im Twitter Android amp I cannot opinion I dont ,4/6/2019 13:19
anandmahindra TCS So true never understood people aadhaar media included,4/6/2019 13:19
anandmahindra TCS SushmaSwaraj Its really good see transformation passpoet service Almost every district ,4/6/2019 13:19
anandmahindra TCS This long I got mine amp kids passport done similar looking ,4/6/2019 13:19
anandmahindra TCS Remember Anand Mahindra The India appears eyes one ,4/6/2019 13:19
anandmahindra TCS Sir Name se pehle chokidar Kyun ni add Kiya Apne Never spoke divisive politics Lynch ,4/6/2019 13:19
anandmahindra Kapilagr TCS Amazing Sir But simple request Immigration counters India abroad Kindl ,4/6/2019 13:19
sahilkansal anandmahindra TCS MEAIndia Trueperhaps govt officewhere need influenceex ,4/6/2019 13:17
anandmahindra TCS We common man also experienced superb service But tweets famous person alway ,4/6/2019 13:17
RT swtchingalibis TCS homophobic racist UFGet facts clear UFFUFF Get mind clear UFCUFCStop sending hate UFEUFEThank youUFUFFC,4/6/2019 13:17
Hypothecated benefits TCs formal childcare extra hours regressive Waitrose type policies TCs ,4/6/2019 13:16
anandmahindra TCS Sir Passport Seva Immigration one biggest positive changes past ,4/6/2019 13:16
TCS homophobic racist UFGet facts clear UFFUFF Get mind clear UFCUFCStop sending hate UFEUFEThank youUFUFFC,4/6/2019 13:15
anandmahindra TCS Kindly go research tweeting,4/6/2019 13:15
anandmahindra TCS Yeah taxpayers money invested handful places India There cannot better e ,4/6/2019 13:15
ashoswai anandmahindra These TCS employees Why cant take photograph private individual Havent ,4/6/2019 13:14
anandmahindra TCS Very true process simple straight forward,4/6/2019 13:14
anandmahindra TCS I got within days years back,4/6/2019 13:14
anandmahindra TCS They may brand RSS BHAKT soon,4/6/2019 13:13
anandmahindra TCS Welcome BJPIndia AM,4/6/2019 13:12
Thanks TCS running like even INCIndia UPA govt Since anandmahindra passport ,4/6/2019 13:11
anandmahindra TCS In remember apply passport difficult task I hd avoid time My friend ,4/6/2019 13:11
This achievement narendramodi ji TCS ,4/6/2019 13:11
anandmahindra TCS Everything use look impossible made possible govt sure w ,4/6/2019 13:10
anandmahindra TCS Proud sir,4/6/2019 13:10
anandmahindra TCS Good gesture Shri AMwhat stops majority staff wear ID proper manner ra ,4/6/2019 13:10
anandmahindra TCS Only super rich statistics tell real story,4/6/2019 13:10
anandmahindra TCS With due respect sir I needed lot documents simple renewal passport While th ,4/6/2019 13:10
RT asifd anandmahindra TCS Addhar important credit gos manmohan Singh,4/6/2019 13:09
anandmahindra TCS Great Praising competitor Woh,4/6/2019 13:09
Come w older pictures SankofaSaturday She got new Vigorol darelljsings My loves ,4/6/2019 13:09
anandmahindra TCS anandmahindra u r RICH FAMOUS easy UFUDUUFEF The middle class still suffers u ,4/6/2019 13:09
Some people really think TCS racist homophobic laugh ,4/6/2019 13:08
anandmahindra TCS Still get passport book Passport card future getting discussed quite sometime WhatsappWonderbox,4/6/2019 13:07
I got passport TCS centre March much ease could ,4/6/2019 13:06
RT LinkedInIndia On years LinkedInTopCompanies list internet companies dominate Top spots IT giants IBM TCS,4/6/2019 13:06
anandmahindra TCS anandmahindra I assume made calls escorted thru process My experience ,4/6/2019 13:03
anandmahindra TCS This exactly one many development things happened Modiji govt took cha ,4/6/2019 13:03
 Thanks Dr Manmohan Singh ji Sonia Ji Rahul Ji Gandhi UPA Govt took initi ,4/6/2019 13:01
anandmahindra TCS Yes sir I happy Passport office Bangalore,4/6/2019 13:01
anandmahindra Jorebungley TCS Hope treat common Indian person,4/6/2019 13:01
This makes true gentleman successful businessman You always happy appreciate even busine ,4/6/2019 13:00
